key	value
109,0,,18,1252,3294,1367,3464	100,,- 
109,0,,18,1007,3294,1075,3464	100,,. 
109,0,,19,2774,3473,2804,3682	100,,(
109,0,,19,2685,3473,2735,3682	100,,)
109,0,,19,2436,3473,2529,3682	100,,، 
109,0,,19,1142,3473,1235,3682	100,,؛ 
109,0,,19,660,3473,729,3682	99,,« 
109,0,,19,335,3473,373,3682	100,9,
110,0,,1,1576,100,1704,194	100,, 
110,0,,1,1627,100,1720,194	99,115, 
110,0,,1,1463,100,1776,194	76,,-
110,0,,2,2606,449,2678,603	100,,» 
110,0,,2,1651,449,1711,603	95,,. 
110,0,,3,1119,612,1184,791	100,,، 
110,0,,3,318,612,345,791	95,,،
110,0,,4,2733,808,2757,972	93,,(
110,0,,4,2655,808,2691,972	100,,)
110,0,,4,1739,808,1781,972	96,,. 
110,0,,4,782,808,812,972	100,,،
110,0,,5,2389,981,2446,1152	94,,، 
110,0,,5,319,981,345,1152	94,,:
110,0,,6,1203,1167,1235,1331	97,,(
110,0,,6,1119,1167,1164,1331	100,,) 
110,0,,6,1086,1167,1118,1331	99,,. 
110,0,,8,379,1517,446,1690	100,,، 
110,0,,9,550,1699,575,1866	99,,،
110,0,,10,318,1883,343,2047	99,,.
110,0,,11,2743,2056,2773,2225	100,,(
110,0,,11,2644,2056,2705,2225	100,,) 
110,0,,11,1929,2056,1998,2225	94,,: 
110,0,,11,1861,2056,1930,2225	100,,«
110,0,,12,1986,2242,2028,2408	96,,» 
110,0,,12,1945,2242,1987,2408	94,,. 
110,0,,13,1415,2417,1476,2586	94,,، 
110,0,,14,416,2603,480,2767	100,,: 
110,0,,15,2451,2776,2482,2932	100,,. 
110,0,,15,1197,2776,1233,2932	100,,. 
110,0,,16,2336,2959,2366,3128	90,,. 
110,0,,17,1374,3137,1405,3304	98,,: 
110,0,,18,2830,3319,2861,3485	100,,«
110,0,,18,1593,3319,1630,3485	98,,» 
110,0,,19,3016,3494,3192,3644	99,10, 
110,0,,19,2698,3494,2763,3644	83,,(
110,0,,19,2574,3494,2672,3644	98,1,-
110,0,,19,2464,3494,2536,3644	96,,) 
110,0,,19,2165,3494,2230,3644	98,,. 
110,0,,19,1533,3494,1559,3644	100,,(
110,0,,19,1429,3494,1501,3644	100,,) 
110,0,,20,318,3653,346,3847	96,,.
111,0,,1,1788,100,1918,196	100,, 
111,0,,1,1839,100,1938,196	99,111, 
111,0,,1,1677,100,1996,196	94,,-
111,0,,2,3065,417,3083,577	88,,(
111,0,,2,2972,417,3020,577	100,,) 
111,0,,2,1518,417,1592,577	89,,. 
111,0,,3,2944,586,3000,738	100,,. 
111,0,,3,1849,586,1912,738	96,,، 
111,0,,3,1189,586,1238,738	84,,. 
111,0,,4,2937,747,2989,901	99,,) 
111,0,,4,2297,747,2334,901	96,,. 
111,0,,5,2251,910,2281,1060	94,,. 
111,0,,5,1625,910,1686,1060	100,,، 
111,0,,5,711,910,772,1060	100,,. 
111,0,,6,984,1069,1075,1229	100,,. 
111,0,,7,2170,1238,2194,1392	79,,(
111,0,,7,2090,1238,2126,1392	87,,)
111,0,,7,1534,1238,1565,1392	100,,. 
111,0,,7,522,1238,596,1392	72,4,،
111,0,,8,2064,1405,2122,1550	98,,. 
111,0,,8,665,1405,734,1550	100,,؛ 
111,0,,9,2967,1559,3006,1711	99,,«
111,0,,9,2342,1559,2407,1711	100,,» 
111,0,,10,2921,1720,2974,1871	100,,، 
111,0,,10,526,1720,596,1871	89,,).
111,0,,11,2047,1880,2107,2030	88,,. 
111,0,,11,521,1880,551,2030	68,,،
111,0,,12,1885,2039,1916,2197	96,,. 
111,0,,12,1298,2039,1330,2197	89,,«
111,0,,13,2936,2206,3006,2361	100,,؛ 
111,0,,13,2891,2206,2937,2361	71,,«
111,0,,13,1991,2206,2055,2361	96,,. 
111,0,,14,2359,2370,2389,2523	100,,(
111,0,,14,2259,2370,2321,2523	88,,) 
111,0,,14,2198,2370,2259,2523	100,,. 
111,0,,14,1578,2370,1615,2523	98,,، 
111,0,,15,2779,2532,2839,2693	100,,. 
111,0,,15,2213,2532,2273,2693	100,,، 
111,0,,15,670,2532,694,2693	99,,.
111,0,,18,2991,3177,3069,3335	100,,(
111,0,,18,2863,3177,2957,3335	82,1, 
111,0,,19,319,3396,370,3575	100,11,
112,0,,1,1527,100,1679,199	88,,- 
112,0,,1,1456,100,1711,199	100,113, 
112,0,,2,2860,424,3192,613	88,12, 
112,0,,2,2144,424,2176,613	83,,،
112,0,,3,781,622,812,794	96,,، 
112,0,,4,2595,803,2646,979	100,,، 
112,0,,4,1624,803,1677,979	100,,، 
112,0,,5,1643,988,1702,1170	80,,، 
112,0,,5,1597,988,1643,1170	100,,«
112,0,,5,858,988,884,1170	89,,» 
112,0,,5,310,988,337,1170	80,,.
112,0,,7,1691,1367,1742,1549	100,,: 
112,0,,7,1669,1367,1691,1549	50,,«
112,0,,7,662,1367,691,1549	100,,، 
112,0,,7,310,1367,332,1549	97,,)
112,0,,8,1288,1558,1350,1733	100,,. 
112,0,,9,1137,1742,1193,1924	100,,، 
112,0,,10,2376,1933,2406,2111	100,,.
112,0,,10,2141,1933,2171,2111	100,,)
112,0,,11,2354,2120,2448,2268	100,,. 
112,0,,12,2288,2299,2362,2458	100,,. 
112,0,,12,2241,2299,2289,2458	99,,«
112,0,,13,2537,2467,2565,2635	99,,،
112,0,,13,563,2467,630,2635	86,,. 
112,0,,14,1599,2646,1657,2818	100,,. 
112,0,,15,1570,2827,1620,2990	99,,: 
112,0,,15,649,2827,705,2990	100,,، 
112,0,,16,2507,3023,2531,3175	99,,،
112,0,,16,1460,3023,1496,3175	76,,، 
112,0,,17,2178,3184,2239,3350	100,,، 
112,0,,17,975,3184,1067,3350	100,,(
112,0,,17,860,3184,933,3350	100,2, 
112,0,,17,762,3184,859,3350	99,,- 
112,0,,18,3018,3369,3214,3537	90,3, 
112,0,,18,2052,3369,2111,3537	82,,. 
112,0,,19,1490,3546,1514,3738	98,,.
113,0,,1,1596,99,1818,196	100,113,
113,0,,4,1628,787,1700,955	100,,. 
113,0,,5,2770,964,2831,1140	100,,؛ 
113,0,,5,1599,964,1623,1140	99,,(
113,0,,5,1527,964,1563,1140	90,,)
113,0,,5,836,964,872,1140	99,,. 
113,0,,6,1841,1149,1865,1313	63,,(
113,0,,6,1767,1149,1803,1313	100,,)
113,0,,6,1230,1149,1285,1313	96,,. 
113,0,,7,1552,1322,1612,1495	94,,، 
113,0,,7,1078,1322,1104,1495	100,,)
113,0,,7,415,1322,435,1495	100,,،
113,0,,8,2580,1504,2651,1671	100,,) 
113,0,,8,1903,1504,1962,1671	96,,) 
113,0,,9,2060,1680,2101,1849	98,,. 
113,0,,10,2351,1858,2387,2032	98,,، 
113,0,,10,817,1858,847,2032	98,,: 
113,0,,11,1128,2041,1190,2209	100,,. 
113,0,,12,2541,2218,2613,2381	87,,. 
113,0,,13,1805,2390,1878,2565	99,,. 
113,0,,13,800,2390,826,2565	100,,(
113,0,,13,741,2390,768,2565	100,,)
113,0,,14,2661,2574,2693,2745	68,,(
113,0,,14,2560,2574,2623,2745	100,,) 
113,0,,14,1741,2574,1766,2745	100,,(
113,0,,14,1640,2574,1703,2745	76,,) 
113,0,,15,3080,2754,3108,2931	49,,«
113,0,,15,1481,2754,1509,2931	100,,.
113,0,,15,992,2754,1013,2931	92,,(
113,0,,15,920,2754,956,2931	99,,)
113,0,,15,617,2754,653,2931	100,,،
113,0,,16,2613,2942,2643,3103	96,,. 
113,0,,16,1706,2942,1730,3103	93,,(
113,0,,16,1638,2942,1662,3103	98,,)
113,0,,17,2052,3112,2128,3274	98,,(
113,0,,17,1945,3112,2026,3274	80,2, 
113,0,,17,1836,3112,1944,3274	100,,- 
113,0,,17,415,3112,440,3274	81,,،
113,0,,18,2744,3283,2762,3490	73,,(
113,0,,18,2651,3283,2704,3490	100,,) 
113,0,,18,801,3283,860,3490	100,,. 
114,0,,1,1589,99,1719,203	96,, 
114,0,,1,1636,99,1737,203	98,114, 
114,0,,1,1477,99,1794,203	92,,-
114,0,,3,1570,634,1593,804	100,,(
114,0,,3,1491,634,1536,804	100,,)
114,0,,3,1043,634,1106,804	98,,، 
114,0,,4,2693,813,2741,981	100,,«
114,0,,4,1846,813,1882,981	98,,. 
114,0,,4,839,813,887,981	100,,، 
114,0,,4,318,813,342,981	99,,.
114,0,,5,2767,990,2801,1162	100,,(
114,0,,5,2706,990,2733,1162	60,,)
114,0,,5,2124,990,2179,1162	96,,) 
114,0,,5,1926,990,1953,1162	78,,، 
114,0,,6,2314,1171,2339,1341	100,,(
114,0,,6,2218,1171,2282,1341	100,,) 
114,0,,6,318,1171,337,1341	100,,،
114,0,,7,1493,1350,1526,1521	90,,. 
114,0,,8,2684,1530,2709,1702	96,,،
114,0,,8,1875,1530,1911,1702	72,,. 
114,0,,8,1341,1530,1378,1702	84,,، 
114,0,,9,770,1711,800,1879	100,,. 
114,0,,10,3028,1888,3194,2057	96,14, 
114,0,,10,2528,1888,2626,2057	100,,- 
114,0,,10,1281,1888,1379,2057	100,,- 
114,0,,10,713,1888,750,2057	91,,. 
114,0,,11,1072,2066,1112,2239	100,,، 
114,0,,13,2641,2425,2665,2595	100,,،
114,0,,13,1768,2425,1793,2595	97,,(
114,0,,13,1693,2425,1730,2595	100,,)
114,0,,13,381,2425,399,2595	91,,(
114,0,,13,318,2425,337,2595	100,,)
114,0,,14,2323,2604,2377,2773	98,,، 
114,0,,14,1522,2604,1543,2773	100,,(
114,0,,14,1426,2604,1487,2773	99,,) 
114,0,,15,2659,2782,2691,3122	46,,(
114,0,,15,2527,2782,2644,3122	96,4,).
115,0,,1,1772,99,1902,196	100,, 
115,0,,1,1816,99,1919,196	92,115, 
115,0,,1,1661,99,1980,196	66,,-
115,0,,2,2512,473,2655,688	96,11, 
115,0,,2,2385,473,2512,688	100,,- 
115,0,,2,340,473,380,688	100,1,
115,0,,3,340,813,373,974	100,2,
115,0,,4,3085,997,3178,1157	98,,( 
115,0,,4,3002,997,3084,1157	100,43, 
115,0,,4,2932,997,3003,1157	100,,- 
115,0,,4,2337,997,2361,1157	74,,(
115,0,,4,2191,997,2291,1157	98,,) 
115,0,,5,837,1166,868,1331	100,,)
115,0,,7,918,1584,950,1762	98,,، 
115,0,,7,340,1584,372,1762	99,3,
115,0,,8,2839,1771,2895,1942	100,,. 
115,0,,8,2287,1771,2343,1942	99,,) 
115,0,,8,2001,1771,2032,1942	98,,. 
115,0,,9,2683,2120,2756,2298	100,,. 
115,0,,10,2910,2307,2936,2479	99,,،
115,0,,10,807,2307,840,2479	97,,. 
115,0,,11,495,2488,526,2656	100,,،
115,0,,12,1563,2665,1595,2838	79,,. 
115,0,,12,1338,2665,1364,2838	98,,(
115,0,,12,1268,2665,1300,2838	97,,)
115,0,,12,863,2665,888,2838	98,,:
115,0,,13,1884,2859,1947,3009	100,,، 
115,0,,13,725,2859,763,3009	100,,، 
115,0,,14,1394,3018,1428,3193	100,,؛ 
115,0,,15,2549,3202,2610,3371	100,,- 
115,0,,15,807,3202,868,3371	86,,. 
115,0,,16,1199,3380,1266,3569	100,,. 
116,0,,1,1536,100,1682,203	81,,- 
116,0,,1,1623,100,1725,203	98,116, 
116,0,,1,1465,100,1776,203	95,,-
116,0,,2,1988,430,2051,605	96,,، 
116,0,,2,969,430,1001,605	95,,.
116,0,,2,666,430,685,605	99,,(
116,0,,2,596,430,627,605	100,,)
116,0,,4,1389,793,1451,966	98,,. 
116,0,,5,3022,975,3134,1146	99,, 
116,0,,5,2949,975,3022,1146	99,,(
116,0,,5,2843,975,2916,1146	85,3, 
116,0,,5,2751,975,2844,1146	98,,- 
116,0,,6,2563,1155,2623,1325	100,,. 
116,0,,6,782,1155,812,1325	100,,، 
116,0,,7,2156,1334,2219,1505	99,,. 
116,0,,7,493,1334,521,1505	99,,(
116,0,,7,395,1334,458,1505	96,,) 
116,0,,8,2666,1514,2722,1687	100,,، 
116,0,,8,1526,1514,1544,1687	89,,.
116,0,,8,322,1514,347,1687	95,,:
116,0,,10,1964,1874,2018,2043	99,,، 
116,0,,11,2800,2052,2826,2222	100,,(
116,0,,11,2693,2052,2760,2222	99,,) 
116,0,,12,320,2231,390,2405	90,,).
116,0,,14,3030,2593,3174,2761	100,5, 
116,0,,14,706,2593,732,2761	100,,(
116,0,,14,615,2593,667,2761	100,,) 
116,0,,14,321,2593,347,2761	97,,.
116,0,,15,572,2770,653,2942	100,,، 
116,0,,16,2665,2951,2763,3106	99,,،؛ 
116,0,,16,862,2951,917,3106	90,,. 
116,0,,17,723,3115,742,3286	100,,(
116,0,,17,625,3115,678,3286	98,,) 
116,0,,18,1388,3295,1486,3463	100,,. 
116,0,,19,2214,3472,2306,3649	99,,. 
116,0,,19,1561,3472,1589,3649	100,,(
116,0,,19,1435,3472,1519,3649	96,,) 
116,0,,20,1305,3658,1341,3835	100,,(
116,0,,20,1212,3658,1271,3835	94,,) 
116,0,,20,563,3658,634,3835	100,,. 
117,0,,1,1776,101,1906,202	55,, 
117,0,,1,1821,101,1896,202	100,11, 
117,0,,1,1665,101,1981,202	84,,-
117,0,,2,988,411,1051,593	100,,. 
117,0,,3,2898,602,2959,773	100,,، 
117,0,,3,2000,602,2061,773	98,,، 
117,0,,3,1743,602,1770,773	90,,(
117,0,,3,1641,602,1710,773	98,,) 
117,0,,3,932,602,959,773	100,,(
117,0,,3,830,602,891,773	100,,) 
117,0,,4,2268,782,2339,951	99,,. 
117,0,,4,1700,782,1724,951	100,,(
117,0,,4,1560,782,1660,951	100,,) 
117,0,,4,770,782,864,951	100,,، 
117,0,,5,2922,960,2946,1123	100,,(
117,0,,5,2808,960,2880,1123	100,,) 
117,0,,5,1187,960,1253,1123	100,,، 
117,0,,6,2273,1132,2341,1299	100,,. 
117,0,,6,2019,1132,2053,1299	99,,(
117,0,,6,1912,1132,1980,1299	100,,) 
117,0,,7,737,1308,806,1478	100,,، 
117,0,,8,2853,1487,2915,1655	100,,. 
117,0,,8,1656,1487,1683,1655	100,,(
117,0,,8,1553,1487,1614,1655	92,,) 
117,0,,8,1464,1487,1554,1655	100,,(
117,0,,8,1348,1487,1430,1655	94,4, 
117,0,,8,1252,1487,1348,1655	100,,- 
117,0,,9,2640,1664,2707,1833	99,,. 
117,0,,9,1767,1664,1840,1833	100,,، 
117,0,,10,883,1842,953,2012	100,,، 
117,0,,11,2125,2021,2153,2198	100,,(
117,0,,11,2032,2021,2086,2198	99,,)
117,0,,11,894,2021,962,2198	100,,. 
117,0,,12,2139,2211,2209,2370	100,,؛ 
117,0,,12,724,2211,783,2370	100,,. 
117,0,,13,486,2381,529,2545	70,ً,؛
117,0,,14,1540,2554,1570,2721	100,,(
117,0,,14,1436,2554,1509,2721	100,,) 
117,0,,15,3122,2730,3187,2904	81,,« 
117,0,,15,2327,2730,2398,2904	100,,» 
117,0,,15,1421,2730,1515,2904	100,,، 
117,0,,15,1164,2730,1194,2904	100,,(
117,0,,15,1059,2730,1124,2904	100,,) 
117,0,,16,1669,2923,1731,3078	78,,. 
117,0,,17,2211,3087,2259,3263	99,,«
117,0,,17,1797,3087,1870,3263	99,,» 
117,0,,17,1736,3087,1797,3263	100,,، 
117,0,,18,2478,3272,2575,3433	100,,، 
117,0,,18,2167,3272,2191,3433	96,,(
117,0,,18,2045,3272,2130,3433	100,,) 
117,0,,18,906,3272,991,3433	100,,. 
117,0,,19,1388,3442,1430,3618	100,,«
117,0,,19,920,3442,1010,3618	100,,» 
118,0,,1,1566,101,1697,201	100,, 
118,0,,1,1617,101,1690,201	98,11, 
118,0,,1,1454,101,1776,201	58,,-
118,0,,2,1145,412,1204,583	100,,. 
118,0,,3,2636,592,2692,770	100,,، 
118,0,,4,2224,779,2284,942	100,,. 
118,0,,4,1243,779,1291,942	95,,«
118,0,,5,2572,951,2642,1123	98,,» 
118,0,,5,1747,951,1795,1123	92,,«
118,0,,5,776,951,838,1123	100,,» 
118,0,,6,1153,1132,1214,1303	92,,. 
118,0,,7,3014,1312,3223,1486	90,8, 
118,0,,7,2320,1312,2403,1486	99,,(
118,0,,7,2193,1312,2282,1486	80,4, 
118,0,,7,2091,1312,2193,1486	90,,- 
118,0,,7,1062,1312,1131,1486	100,,. 
118,0,,8,2054,1495,2119,1659	86,,. 
118,0,,8,1378,1495,1443,1659	100,,. 
118,0,,9,2108,1668,2132,1841	100,,(
118,0,,9,2008,1668,2061,1841	100,,) 
118,0,,10,2203,1850,2266,2016	100,,. 
118,0,,10,1416,1850,1447,2016	100,,(
118,0,,10,1308,1850,1377,2016	100,,) 
118,0,,10,311,1850,336,2016	81,,،
118,0,,11,2414,2025,2441,2199	74,,(
118,0,,11,2335,2025,2369,2199	66,,)
118,0,,11,898,2025,931,2199	100,,(
118,0,,11,799,2025,865,2199	96,,) 
118,0,,11,469,2025,549,2199	98,,. 
118,0,,12,613,2208,681,2376	100,,، 
118,0,,13,753,2385,818,2555	90,,، 
118,0,,14,1988,2564,2056,2737	100,,: 
118,0,,14,1000,2564,1061,2737	100,,. 
118,0,,15,2490,2756,2514,3141	100,,.
119,0,,1,1757,100,1903,202	97,,- 
119,0,,1,1685,100,1896,202	99,119,
119,0,,2,2521,489,2634,670	97,12, 
119,0,,2,2393,489,2522,670	100,,- 
119,0,,2,349,489,386,670	100,1,
119,0,,3,2427,767,2517,953	100,,- 
119,0,,3,1513,767,1615,953	97,,- 
119,0,,3,870,767,930,953	100,,، 
119,0,,3,341,767,377,953	97,2,
119,0,,4,2966,962,3032,1126	100,,، 
119,0,,4,1309,962,1381,1126	100,,: 
119,0,,4,685,962,703,1126	57,,(
119,0,,4,578,962,644,1126	100,,) 
119,0,,5,2690,1135,2759,1304	96,,، 
119,0,,5,2521,1135,2546,1304	100,,(
119,0,,5,2421,1135,2476,1304	96,,) 
119,0,,5,653,1135,715,1304	100,,. 
119,0,,6,1966,1313,1990,1469	96,,(
119,0,,6,1866,1313,1931,1469	100,,) 
119,0,,6,504,1313,528,1469	91,,:
119,0,,7,1875,1484,1901,1643	95,,(
119,0,,7,1776,1484,1836,1643	72,,) 
119,0,,7,1453,1484,1518,1643	100,,، 
119,0,,7,567,1484,593,1643	100,,(
119,0,,7,494,1484,527,1643	99,,)
119,0,,8,1161,1652,1231,1845	100,,. 
119,0,,8,800,1652,834,1845	95,,(
119,0,,8,702,1652,758,1845	88,,) 
119,0,,8,341,1652,376,1845	100,4,
119,0,,9,2909,1854,2972,2015	97,,، 
119,0,,9,1957,1854,2021,2015	97,,، 
119,0,,9,562,1854,595,2015	100,,(
119,0,,9,492,1854,524,2015	96,,)
119,0,,10,2892,2024,2947,2198	100,,. 
119,0,,10,1503,2024,1564,2198	84,,. 
119,0,,10,501,2024,526,2198	99,,.
119,0,,11,499,2207,523,2379	99,,.
119,0,,12,1785,2394,1820,2549	100,,(
119,0,,12,1692,2394,1751,2549	100,,) 
119,0,,12,909,2394,974,2549	100,,. 
119,0,,12,822,2394,910,2549	100,,(
119,0,,12,705,2394,781,2549	100,5, 
119,0,,12,606,2394,706,2549	100,,- 
119,0,,13,872,2558,896,2734	100,,(
119,0,,13,773,2558,838,2734	100,,) 
119,0,,13,341,2558,371,2734	100,5,
119,0,,14,2500,2743,2561,2904	97,,. 
119,0,,15,1932,2913,1978,3093	100,,(
119,0,,15,1803,2913,1904,3093	98,0,) 
119,0,,15,916,2913,970,3093	89,,(
119,0,,15,801,2913,896,3093	100,1,) 
119,0,,15,496,2913,524,3093	99,,.
119,0,,16,2932,3102,2975,3272	98,,(
119,0,,16,2809,3102,2908,3272	96,2,) 
119,0,,16,846,3102,914,3272	100,,، 
119,0,,17,2034,3281,2101,3440	99,,. 
119,0,,17,1581,3281,1627,3440	100,,(
119,0,,17,1438,3281,1553,3440	95,3,) 
119,0,,17,1377,3281,1438,3440	100,,، 
120,0,,1,1587,99,1718,200	100,, 
120,0,,1,1638,99,1712,200	98,12, 
120,0,,1,1482,99,1801,200	58,,-
120,0,,2,1399,413,1458,588	100,,، 
120,0,,3,1362,597,1424,768	100,,. 
120,0,,4,1263,777,1319,940	98,,. 
120,0,,5,2172,949,2210,1121	98,,«
120,0,,6,1748,1130,1825,1299	98,,» 
120,0,,6,1678,1130,1749,1299	100,,. 
120,0,,6,678,1130,743,1299	100,,: 
120,0,,7,1842,1308,1898,1483	78,,، 
120,0,,8,2674,1492,2709,1667	100,,(
120,0,,8,2536,1492,2639,1667	85,,). 
120,0,,8,1145,1492,1172,1667	100,,(
120,0,,8,1041,1492,1110,1667	98,,) 
120,0,,8,605,1492,632,1667	100,,(
120,0,,8,480,1492,570,1667	100,,) 
120,0,,9,930,1678,999,1840	100,,، 
120,0,,10,1913,1849,1981,2025	100,,. 
120,0,,12,2661,2202,2691,2384	100,,(
120,0,,12,2561,2202,2622,2384	100,,) 
120,0,,12,2172,2202,2253,2384	99,ً,(
120,0,,12,2066,2202,2147,2384	100,5, 
120,0,,12,1960,2202,2066,2384	76,,- 
120,0,,13,321,2393,342,2537	79,,،
120,0,,14,1733,2566,1757,2729	88,,(
120,0,,14,1620,2566,1688,2729	100,,) 
120,0,,14,1557,2566,1619,2729	77,,. 
120,0,,15,1472,2738,1533,2924	100,,. 
120,0,,15,722,2738,790,2924	100,,، 
120,0,,16,1489,2933,1507,3088	96,,(
120,0,,16,1387,2933,1444,3088	100,,) 
120,0,,16,968,2933,1025,3088	92,,. 
120,0,,17,2503,3097,2564,3274	100,,. 
120,0,,17,1622,3097,1683,3274	92,,؛ 
120,0,,18,2265,3283,2331,3444	100,,، 
120,0,,18,688,3283,748,3444	98,,، 
120,0,,19,3019,3453,3213,3623	99,6, 
120,0,,19,1929,3453,1983,3623	100,,«
120,0,,19,1710,3453,1788,3623	100,,» 
120,0,,19,1649,3453,1709,3623	100,,. 
120,0,,19,1284,3453,1338,3623	90,,«
120,0,,19,1082,3453,1143,3623	96,,» 
120,0,,19,443,3453,504,3623	98,,. 
120,0,,20,2594,3632,2678,3807	100,,- 
120,0,,20,2124,3632,2150,3807	99,,(
120,0,,20,2027,3632,2086,3807	72,,) 
120,0,,20,1916,3632,2027,3807	92,,- 
120,0,,20,1324,3632,1382,3807	90,,، 
120,0,,20,1128,3632,1161,3807	100,,(
120,0,,20,1031,3632,1089,3807	100,,) 
121,0,,1,1804,99,1935,200	100,, 
121,0,,1,1695,99,1958,200	98,11, 
121,0,,2,1388,429,1419,605	100,,(
121,0,,2,1275,429,1344,605	100,,) 
121,0,,2,1213,429,1274,605	100,,. 
121,0,,3,2596,614,2648,792	100,,«
121,0,,3,1674,614,1744,792	100,,؛ 
121,0,,4,2395,801,2419,960	100,,(
121,0,,4,2279,801,2358,960	100,,) 
121,0,,4,2218,801,2278,960	100,,، 
121,0,,4,1535,801,1602,960	100,,. 
121,0,,4,827,801,870,960	100,, 
121,0,,4,315,801,345,960	100,7,
121,0,,5,2070,969,2135,1151	98,,. 
121,0,,6,2898,1160,2953,1317	100,,، 
121,0,,6,1870,1160,1931,1317	100,,. 
121,0,,6,631,1160,692,1317	100,,. 
121,0,,7,2353,1326,2420,1496	100,,: 
121,0,,7,1072,1326,1138,1496	100,,، 
121,0,,8,2752,1505,2787,1682	100,,. 
121,0,,8,1329,1505,1349,1682	91,,(
121,0,,8,1227,1505,1288,1682	100,,) 
121,0,,8,1151,1505,1226,1682	100,,(
121,0,,8,1048,1505,1123,1682	100,6,-
121,0,,9,750,1691,809,1851	100,,، 
121,0,,10,2998,1866,3023,2040	100,,(
121,0,,10,2909,1866,2960,2040	100,,) 
121,0,,10,1775,1866,1832,2040	80,,. 
121,0,,10,1021,1866,1053,2040	100,,(
121,0,,10,920,1866,983,2040	100,,) 
121,0,,11,2926,2049,2950,2210	100,,(
121,0,,11,2836,2049,2914,2210	87,1,) 
121,0,,11,2367,2049,2397,2210	99,,،
121,0,,11,529,2049,553,2210	100,,.
121,0,,12,3173,2219,3207,2390	47,,«
121,0,,12,2525,2219,2559,2390	95,,(
121,0,,12,2444,2219,2492,2390	96,,) 
121,0,,12,2363,2219,2445,2390	80,,؛« 
121,0,,12,1715,2219,1757,2390	99,,؛ 
121,0,,12,1688,2219,1716,2390	100,,«
121,0,,12,1040,2219,1074,2390	100,,. 
121,0,,12,352,2219,406,2390	97,8,
121,0,,13,2769,2401,2830,2568	100,,. 
121,0,,13,1872,2401,1939,2568	100,,؛ 
121,0,,13,1173,2401,1197,2568	99,,(
121,0,,13,1062,2401,1129,2568	99,,) 
121,0,,13,999,2401,1061,2568	99,,«
121,0,,14,3084,2581,3113,2746	100,,(
121,0,,14,2986,2581,3070,2746	99,1,) 
121,0,,14,2290,2581,2311,2746	55,,(
121,0,,14,2191,2581,2255,2746	94,,) 
121,0,,14,961,2581,1017,2746	98,,» 
121,0,,15,2850,2755,2877,2932	59,,،
121,0,,15,2563,2755,2609,2932	100,,(
121,0,,15,2436,2755,2543,2932	100,0,) 
121,0,,15,1781,2755,1834,2932	98,,، 
121,0,,16,3046,2943,3082,3093	96,,. 
121,0,,16,1385,2943,1452,3093	100,,. 
121,0,,17,2842,3108,2882,3282	86,,(
121,0,,17,2697,3108,2823,3282	100,1,) 
121,0,,17,2017,3108,2076,3282	100,,؛ 
121,0,,17,1106,3108,1146,3282	84,,. 
121,0,,18,2312,3291,2378,3485	87,,، 
121,0,,18,525,3291,549,3485	100,,.
122,0,,1,1487,99,1688,199	91,122, 
122,0,,5,2940,983,3013,1138	100,,(
122,0,,5,2832,983,2909,1138	98,6, 
122,0,,5,2723,983,2831,1138	100,,- 
122,0,,6,2588,1159,3175,1307	98,9, 
122,0,,6,1894,1159,1924,1307	99,,(
122,0,,6,1521,1159,1856,1307	90,,) 
122,0,,7,2834,1336,3187,1512	99,1, 
122,0,,8,2251,1521,2312,1678	100,,، 
122,0,,9,1953,1687,2024,1853	99,,. 
122,0,,11,2586,2043,2685,2206	100,,. 
122,0,,11,2292,2043,2317,2206	100,,(
122,0,,11,2192,2043,2248,2206	96,,) 
122,0,,11,1317,2043,1341,2206	100,,(
122,0,,11,1191,2043,1272,2206	99,,) 
122,0,,11,598,2043,659,2206	100,,: 
122,0,,12,618,2215,675,2384	99,,، 
122,0,,13,2299,2393,2356,2567	100,,، 
122,0,,13,639,2393,696,2567	100,,. 
122,0,,13,392,2393,423,2567	100,,(
122,0,,13,322,2393,347,2567	100,,)
122,0,,14,1500,2578,1566,2747	80,,؛ 
122,0,,14,481,2578,547,2747	98,,، 
122,0,,15,615,2756,676,2909	100,,؛ 
122,0,,16,2687,2936,2748,3098	94,,، 
122,0,,16,2018,2936,2079,3098	100,,. 
122,0,,16,322,2936,346,3098	99,,.
122,0,,17,1104,3107,1173,3275	82,,. 
122,0,,17,706,3107,748,3275	100,,«
122,0,,18,855,3284,918,3461	100,,. 
122,0,,19,2726,3470,2756,3636	99,,(
122,0,,19,2615,3470,2688,3636	100,,) 
122,0,,19,2547,3470,2614,3636	100,,، 
122,0,,19,1398,3470,1471,3636	100,,، 
122,0,,20,2742,3649,2806,3819	94,,) 
122,0,,20,1790,3649,1847,3819	74,,، 
122,0,,20,1082,3649,1139,3819	100,,. 
122,0,,20,592,3649,657,3819	100,,(
122,0,,20,489,3649,560,3819	100,7, 
122,0,,20,386,3649,489,3819	100,,- 
123,0,,1,1657,99,1808,201	100,,- 
123,0,,1,1733,99,1834,201	99,133, 
123,0,,1,1578,99,1898,201	99,,-
123,0,,2,1959,436,2019,603	92,,، 
123,0,,2,888,436,954,603	100,,، 
123,0,,3,2198,612,2264,785	88,,. 
123,0,,4,2852,794,2918,961	100,,، 
123,0,,4,2483,794,2536,961	99,,«
123,0,,4,1849,794,1916,961	98,,» 
123,0,,4,1203,794,1269,961	98,,. 
123,0,,5,1057,970,1108,1133	98,,، 
